"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/CAD"
2456811,"2014/06/02","Mon",93.897
2456812,"2014/06/03","Tue",93.809
2456813,"2014/06/04","Wed",93.897
2456814,"2014/06/05","Thu",93.721
2456815,"2014/06/06","Fri",93.721
"(C) 2014 Prof. Werner Antweiler, UBC"
