"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2456349,"2013/02/25","Mon",0.64470
2456350,"2013/02/26","Tue",0.64317
2456351,"2013/02/27","Wed",0.64466
2456352,"2013/02/28","Thu",0.64008
2456353,"2013/03/01","Fri",0.64683
"(C) 2013 Prof. Werner Antweiler, UBC"
