"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2455677,"2011/04/25","Mon",1.0481
2455678,"2011/04/26","Tue",1.0519
2455679,"2011/04/27","Wed",1.0472
2455680,"2011/04/28","Thu",1.0514
2455681,"2011/04/29","Fri",1.0542
"(C) 2011 Prof. Werner Antweiler, UBC"
