"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2456685,"2014/01/27","Mon",1.0316
2456686,"2014/01/28","Tue",1.0229
2456687,"2014/01/29","Wed",1.0237
2456688,"2014/01/30","Thu",1.0206
2456689,"2014/01/31","Fri",1.0288
"(C) 2014 Prof. Werner Antweiler, UBC"
