"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2455642,"2011/03/21","Mon",0.62865
2455643,"2011/03/22","Tue",0.62473
2455644,"2011/03/23","Wed",0.62680
2455645,"2011/03/24","Thu",0.63484
2455646,"2011/03/25","Fri",0.63581
"(C) 2011 Prof. Werner Antweiler, UBC"
