"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/CAD"
2456343,"2013/02/19","Tue",92.421
2456344,"2013/02/20","Wed",92.081
2456345,"2013/02/21","Thu",91.241
2456346,"2013/02/22","Fri",91.324
"(C) 2013 Prof. Werner Antweiler, UBC"
