"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2456321,"2013/01/28","Mon",0.95493
2456322,"2013/01/29","Tue",0.95274
2456323,"2013/01/30","Wed",0.95639
2456324,"2013/01/31","Thu",0.95969
2456325,"2013/02/01","Fri",0.96172
"(C) 2013 Prof. Werner Antweiler, UBC"
