"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2455677,"2011/04/25","Mon",0.63540
2455678,"2011/04/26","Tue",0.63885
2455679,"2011/04/27","Wed",0.63355
2455680,"2011/04/28","Thu",0.63203
2455681,"2011/04/29","Fri",0.63163
"(C) 2011 Prof. Werner Antweiler, UBC"
