"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2456804,"2014/05/26","Mon",0.54699
2456805,"2014/05/27","Tue",0.54768
2456806,"2014/05/28","Wed",0.55081
2456807,"2014/05/29","Thu",0.55197
2456808,"2014/05/30","Fri",0.54894
"(C) 2014 Prof. Werner Antweiler, UBC"
