"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2455803,"2011/08/29","Mon",0.96274
2455804,"2011/08/30","Tue",0.95648
2455805,"2011/08/31","Wed",0.95511
2455806,"2011/09/01","Thu",0.95393
2455807,"2011/09/02","Fri",0.95438
"(C) 2011 Prof. Werner Antweiler, UBC"
