"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2456262,"2012/11/30","Fri",0.77393
2456265,"2012/12/03","Mon",0.77089
2456266,"2012/12/04","Tue",0.77006
2456267,"2012/12/05","Wed",0.77149
2456268,"2012/12/06","Thu",0.77821
2456269,"2012/12/07","Fri",0.78131
"(C) 2012 Prof. Werner Antweiler, UBC"
