"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2456405,"2013/04/22","Mon",0.97437
2456406,"2013/04/23","Tue",0.97475
2456407,"2013/04/24","Wed",0.97371
2456408,"2013/04/25","Thu",0.98097
2456409,"2013/04/26","Fri",0.98328
"(C) 2013 Prof. Werner Antweiler, UBC"
