"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/CAD"
2455706,"2011/05/24","Tue",84.034
2455707,"2011/05/25","Wed",83.963
2455708,"2011/05/26","Thu",83.056
2455709,"2011/05/27","Fri",82.645
"(C) 2011 Prof. Werner Antweiler, UBC"
