"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2456384,"2013/04/01","Mon",0.76505
2456385,"2013/04/02","Tue",0.76775
2456386,"2013/04/03","Wed",0.76811
2456387,"2013/04/04","Thu",0.76734
2456388,"2013/04/05","Fri",0.75324
"(C) 2013 Prof. Werner Antweiler, UBC"
