"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2456041,"2012/04/23","Mon",0.97723
2456042,"2012/04/24","Tue",0.98261
2456043,"2012/04/25","Wed",0.98280
2456044,"2012/04/26","Thu",0.97876
2456045,"2012/04/27","Fri",0.97609
"(C) 2012 Prof. Werner Antweiler, UBC"
