"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","CHF/CAD"
2456377,"2013/03/25","Mon",0.92713
2456378,"2013/03/26","Tue",0.93310
2456379,"2013/03/27","Wed",0.93765
2456380,"2013/03/28","Thu",0.93214
"(C) 2013 Prof. Werner Antweiler, UBC"
