"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2456539,"2013/09/03","Tue",0.72124
2456540,"2013/09/04","Wed",0.72207
2456541,"2013/09/05","Thu",0.72595
2456542,"2013/09/06","Fri",0.73105
"(C) 2013 Prof. Werner Antweiler, UBC"
