"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","CHF/CAD"
2456769,"2014/04/21","Mon",0.80308
2456770,"2014/04/22","Tue",0.80289
2456771,"2014/04/23","Wed",0.80032
2456772,"2014/04/24","Thu",0.79968
2456773,"2014/04/25","Fri",0.79777
"(C) 2014 Prof. Werner Antweiler, UBC"
