"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2456476,"2013/07/02","Tue",0.94967
2456477,"2013/07/03","Wed",0.95030
2456478,"2013/07/04","Thu",0.95120
2456479,"2013/07/05","Fri",0.94625
"(C) 2013 Prof. Werner Antweiler, UBC"
