"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2456070,"2012/05/22","Tue",0.98126
2456071,"2012/05/23","Wed",0.97324
2456072,"2012/05/24","Thu",0.97324
2456073,"2012/05/25","Fri",0.97229
"(C) 2012 Prof. Werner Antweiler, UBC"
