"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2456741,"2014/03/24","Mon",0.89150
2456742,"2014/03/25","Tue",0.89477
2456743,"2014/03/26","Wed",0.89742
2456744,"2014/03/27","Thu",0.90440
2456745,"2014/03/28","Fri",0.90383
"(C) 2014 Prof. Werner Antweiler, UBC"
