"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2455985,"2012/02/27","Mon",1.0017
2455986,"2012/02/28","Tue",1.0044
2455987,"2012/02/29","Wed",1.0136
2455988,"2012/03/01","Thu",1.0153
2455989,"2012/03/02","Fri",1.0113
"(C) 2012 Prof. Werner Antweiler, UBC"
