"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/CAD"
2456020,"2012/04/02","Mon",82.850
2456021,"2012/04/03","Tue",82.919
2456022,"2012/04/04","Wed",82.919
2456023,"2012/04/05","Thu",82.919
"(C) 2012 Prof. Werner Antweiler, UBC"
