"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2456104,"2012/06/25","Mon",0.97248
2456105,"2012/06/26","Tue",0.96984
2456106,"2012/06/27","Wed",0.96815
2456107,"2012/06/28","Thu",0.96544
2456108,"2012/06/29","Fri",0.95868
"(C) 2012 Prof. Werner Antweiler, UBC"
