"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2456139,"2012/07/30","Mon",0.81367
2456140,"2012/07/31","Tue",0.81096
2456141,"2012/08/01","Wed",0.81175
2456142,"2012/08/02","Thu",0.81806
2456143,"2012/08/03","Fri",0.80828
"(C) 2012 Prof. Werner Antweiler, UBC"
