"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2455950,"2012/01/23","Mon",0.99206
2455951,"2012/01/24","Tue",0.99039
2455952,"2012/01/25","Wed",0.98814
2455953,"2012/01/26","Thu",1.00140
2455954,"2012/01/27","Fri",0.99870
"(C) 2012 Prof. Werner Antweiler, UBC"
