"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2455796,"2011/08/22","Mon",0.61395
2455797,"2011/08/23","Tue",0.61331
2455798,"2011/08/24","Wed",0.61812
2455799,"2011/08/25","Thu",0.62379
2455800,"2011/08/26","Fri",0.62189
"(C) 2011 Prof. Werner Antweiler, UBC"
