"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2456216,"2012/10/15","Mon",0.63609
2456217,"2012/10/16","Tue",0.63032
2456218,"2012/10/17","Wed",0.63151
2456219,"2012/10/18","Thu",0.63171
2456220,"2012/10/19","Fri",0.62921
2456223,"2012/10/22","Mon",0.62782
2456224,"2012/10/23","Tue",0.63187
2456225,"2012/10/24","Wed",0.62782
2456226,"2012/10/25","Thu",0.62399
2456227,"2012/10/26","Fri",0.62185
"(C) 2012 Prof. Werner Antweiler, UBC"
