"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2455684,"2011/05/02","Mon",0.63127
2455685,"2011/05/03","Tue",0.63727
2455686,"2011/05/04","Wed",0.63175
2455687,"2011/05/05","Thu",0.62968
2455688,"2011/05/06","Fri",0.63347
"(C) 2011 Prof. Werner Antweiler, UBC"
