"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2456139,"2012/07/30","Mon",0.63512
2456140,"2012/07/31","Tue",0.63666
2456141,"2012/08/01","Wed",0.64016
2456142,"2012/08/02","Thu",0.64123
2456143,"2012/08/03","Fri",0.63996
"(C) 2012 Prof. Werner Antweiler, UBC"
