"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","CHF/CAD"
2456622,"2013/11/25","Mon",0.86468
2456623,"2013/11/26","Tue",0.86110
2456624,"2013/11/27","Wed",0.85807
2456625,"2013/11/28","Thu",0.85543
2456626,"2013/11/29","Fri",0.85353
"(C) 2013 Prof. Werner Antweiler, UBC"
