"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2456741,"2014/03/24","Mon",0.64683
2456742,"2014/03/25","Tue",0.64948
2456743,"2014/03/26","Wed",0.65096
2456744,"2014/03/27","Thu",0.65829
2456745,"2014/03/28","Fri",0.65725
"(C) 2014 Prof. Werner Antweiler, UBC"
