"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2455677,"2011/04/25","Mon",0.97799
2455678,"2011/04/26","Tue",0.97656
2455679,"2011/04/27","Wed",0.97059
2455680,"2011/04/28","Thu",0.96534
2455681,"2011/04/29","Fri",0.96386
"(C) 2011 Prof. Werner Antweiler, UBC"
