"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2455621,"2011/02/28","Mon",1.0093
2455622,"2011/03/01","Tue",1.0104
2455623,"2011/03/02","Wed",1.0115
2455624,"2011/03/03","Thu",1.0128
2455625,"2011/03/04","Fri",1.0182
"(C) 2011 Prof. Werner Antweiler, UBC"
