"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2455803,"2011/08/29","Mon",0.62360
2455804,"2011/08/30","Tue",0.62731
2455805,"2011/08/31","Wed",0.62826
2455806,"2011/09/01","Thu",0.63383
2455807,"2011/09/02","Fri",0.62933
"(C) 2011 Prof. Werner Antweiler, UBC"
