"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","CHF/CAD"
2456440,"2013/05/27","Mon",0.93362
2456441,"2013/05/28","Tue",0.93861
2456442,"2013/05/29","Wed",0.92713
2456443,"2013/05/30","Thu",0.92721
2456444,"2013/05/31","Fri",0.92704
"(C) 2013 Prof. Werner Antweiler, UBC"
