"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2456377,"2013/03/25","Mon",0.93633
2456378,"2013/03/26","Tue",0.93826
2456379,"2013/03/27","Wed",0.94233
2456380,"2013/03/28","Thu",0.94438
"(C) 2013 Prof. Werner Antweiler, UBC"
