"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2455621,"2011/02/28","Mon",0.74449
2455622,"2011/03/01","Tue",0.74311
2455623,"2011/03/02","Wed",0.74074
2455624,"2011/03/03","Thu",0.73567
2455625,"2011/03/04","Fri",0.73621
"(C) 2011 Prof. Werner Antweiler, UBC"
