"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2455985,"2012/02/27","Mon",0.74699
2455986,"2012/02/28","Tue",0.74666
2455987,"2012/02/29","Wed",0.75878
2455988,"2012/03/01","Thu",0.76231
2455989,"2012/03/02","Fri",0.76605
"(C) 2012 Prof. Werner Antweiler, UBC"
