"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2455649,"2011/03/28","Mon",0.72659
2455650,"2011/03/29","Tue",0.72711
2455651,"2011/03/30","Wed",0.73041
2455652,"2011/03/31","Thu",0.72558
2455653,"2011/04/01","Fri",0.73057
"(C) 2011 Prof. Werner Antweiler, UBC"
