"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2455677,"2011/04/25","Mon",0.71911
2455678,"2011/04/26","Tue",0.71922
2455679,"2011/04/27","Wed",0.71444
2455680,"2011/04/28","Thu",0.71119
2455681,"2011/04/29","Fri",0.71134
"(C) 2011 Prof. Werner Antweiler, UBC"
