"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2456048,"2012/04/30","Mon",1.0117
2456049,"2012/05/01","Tue",1.0164
2456050,"2012/05/02","Wed",1.0110
2456051,"2012/05/03","Thu",1.0134
2456052,"2012/05/04","Fri",1.0044
"(C) 2012 Prof. Werner Antweiler, UBC"
