"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2455684,"2011/05/02","Mon",0.96052
2455685,"2011/05/03","Tue",0.96497
2455686,"2011/05/04","Wed",0.96965
2455687,"2011/05/05","Thu",0.97220
2455688,"2011/05/06","Fri",0.96637
"(C) 2011 Prof. Werner Antweiler, UBC"
