"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2456171,"2012/08/31","Fri",1.0139
2456175,"2012/09/04","Tue",1.0139
2456176,"2012/09/05","Wed",1.0099
2456177,"2012/09/06","Thu",1.0178
2456178,"2012/09/07","Fri",1.0227
"(C) 2012 Prof. Werner Antweiler, UBC"
