"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2456286,"2012/12/24","Mon",0.97295
2456289,"2012/12/27","Thu",0.97031
2456290,"2012/12/28","Fri",0.96768
"(C) 2012 Prof. Werner Antweiler, UBC"
