"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2456132,"2012/07/23","Mon",0.63379
2456133,"2012/07/24","Tue",0.63119
2456134,"2012/07/25","Wed",0.63460
2456135,"2012/07/26","Thu",0.63135
2456136,"2012/07/27","Fri",0.63211
"(C) 2012 Prof. Werner Antweiler, UBC"
