"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2456685,"2014/01/27","Mon",0.90106
2456686,"2014/01/28","Tue",0.89702
2456687,"2014/01/29","Wed",0.89702
2456688,"2014/01/30","Thu",0.89518
2456689,"2014/01/31","Fri",0.89936
"(C) 2014 Prof. Werner Antweiler, UBC"
