"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2456412,"2013/04/29","Mon",0.75358
2456413,"2013/04/30","Tue",0.75386
2456414,"2013/05/01","Wed",0.75171
2456415,"2013/05/02","Thu",0.75907
2456416,"2013/05/03","Fri",0.75672
"(C) 2013 Prof. Werner Antweiler, UBC"
