"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2455924,"2011/12/28","Wed",0.63127
2455925,"2011/12/29","Thu",0.63662
2455926,"2011/12/30","Fri",0.63295
"(C) 2011 Prof. Werner Antweiler, UBC"
