"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/CAD"
2456216,"2012/10/15","Mon",80.515
2456217,"2012/10/16","Tue",80.064
2456218,"2012/10/17","Wed",80.386
2456219,"2012/10/18","Thu",80.775
2456220,"2012/10/19","Fri",79.808
2456223,"2012/10/22","Mon",80.321
2456224,"2012/10/23","Tue",80.321
2456225,"2012/10/24","Wed",80.257
2456226,"2012/10/25","Thu",80.515
2456227,"2012/10/26","Fri",79.745
"(C) 2012 Prof. Werner Antweiler, UBC"
