"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2456195,"2012/09/24","Mon",0.62988
2456196,"2012/09/25","Tue",0.63060
2456197,"2012/09/26","Wed",0.62956
2456198,"2012/09/27","Thu",0.62838
2456199,"2012/09/28","Fri",0.63016
"(C) 2012 Prof. Werner Antweiler, UBC"
