"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","USD/CAD"
2456195,"2012/09/24","Mon",1.0203
2456196,"2012/09/25","Tue",1.0235
2456197,"2012/09/26","Wed",1.0160
2456198,"2012/09/27","Thu",1.0190
2456199,"2012/09/28","Fri",1.0166
"(C) 2012 Prof. Werner Antweiler, UBC"
