"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","CHF/CAD"
2456405,"2013/04/22","Mon",0.91091
2456406,"2013/04/23","Tue",0.91903
2456407,"2013/04/24","Wed",0.92353
2456408,"2013/04/25","Thu",0.92747
2456409,"2013/04/26","Fri",0.92584
"(C) 2013 Prof. Werner Antweiler, UBC"
