"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2455706,"2011/05/24","Tue",0.63219
2455707,"2011/05/25","Wed",0.62917
2455708,"2011/05/26","Thu",0.62371
2455709,"2011/05/27","Fri",0.62054
"(C) 2011 Prof. Werner Antweiler, UBC"
