"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/CAD"
2456566,"2013/09/30","Mon",95.602
2456567,"2013/10/01","Tue",94.877
2456568,"2013/10/02","Wed",94.251
2456569,"2013/10/03","Thu",94.073
2456570,"2013/10/04","Fri",94.340
"(C) 2013 Prof. Werner Antweiler, UBC"
