"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","CHF/CAD"
2456741,"2014/03/24","Mon",0.78827
2456742,"2014/03/25","Tue",0.79308
2456743,"2014/03/26","Wed",0.79472
2456744,"2014/03/27","Thu",0.80180
2456745,"2014/03/28","Fri",0.80167
"(C) 2014 Prof. Werner Antweiler, UBC"
