"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2455887,"2011/11/21","Mon",0.61489
2455888,"2011/11/22","Tue",0.61648
2455889,"2011/11/23","Wed",0.61516
2455890,"2011/11/24","Thu",0.61614
2455891,"2011/11/25","Fri",0.61656
"(C) 2011 Prof. Werner Antweiler, UBC"
