"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2456132,"2012/07/23","Mon",0.81077
2456133,"2012/07/24","Tue",0.81222
2456134,"2012/07/25","Wed",0.80965
2456135,"2012/07/26","Thu",0.80619
2456136,"2012/07/27","Fri",0.80373
"(C) 2012 Prof. Werner Antweiler, UBC"
