"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","EUR/CAD"
2456216,"2012/10/15","Mon",0.78933
2456217,"2012/10/16","Tue",0.77851
2456218,"2012/10/17","Wed",0.77730
2456219,"2012/10/18","Thu",0.77785
2456220,"2012/10/19","Fri",0.77322
2456223,"2012/10/22","Mon",0.77036
2456224,"2012/10/23","Tue",0.77610
2456225,"2012/10/24","Wed",0.77664
2456226,"2012/10/25","Thu",0.77628
2456227,"2012/10/26","Fri",0.77375
"(C) 2012 Prof. Werner Antweiler, UBC"
