"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/CAD"
2455887,"2011/11/21","Mon",74.129
2455888,"2011/11/22","Tue",74.349
2455889,"2011/11/23","Wed",73.855
2455890,"2011/11/24","Thu",73.638
2455891,"2011/11/25","Fri",74.074
"(C) 2011 Prof. Werner Antweiler, UBC"
