"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","GBP/CAD"
2456048,"2012/04/30","Mon",0.62352
2456049,"2012/05/01","Tue",0.62657
2456050,"2012/05/02","Wed",0.62442
2456051,"2012/05/03","Thu",0.62617
2456052,"2012/05/04","Fri",0.62204
"(C) 2012 Prof. Werner Antweiler, UBC"
