"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2456216,"2012/10/15","Mon",0.99761
2456217,"2012/10/16","Tue",0.98814
2456218,"2012/10/17","Wed",0.98348
2456219,"2012/10/18","Thu",0.98049
2456220,"2012/10/19","Fri",0.97494
2456223,"2012/10/22","Mon",0.97523
2456224,"2012/10/23","Tue",0.98232
2456225,"2012/10/24","Wed",0.97295
2456226,"2012/10/25","Thu",0.97201
2456227,"2012/10/26","Fri",0.96646
"(C) 2012 Prof. Werner Antweiler, UBC"
