"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","AUD/CAD"
2455796,"2011/08/22","Mon",0.96965
2455797,"2011/08/23","Tue",0.96348
2455798,"2011/08/24","Wed",0.96665
2455799,"2011/08/25","Thu",0.97163
2455800,"2011/08/26","Fri",0.95997
"(C) 2011 Prof. Werner Antweiler, UBC"
