"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/CAD"
2456262,"2012/11/30","Fri",83.126
2456265,"2012/12/03","Mon",82.850
2456266,"2012/12/04","Tue",82.440
2456267,"2012/12/05","Wed",83.126
2456268,"2012/12/06","Thu",83.056
2456269,"2012/12/07","Fri",83.264
"(C) 2012 Prof. Werner Antweiler, UBC"
